id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair
91,অজা যুদ্ধ,যেখানে লড়াই থেকে আস্ফালন বেশি; যেকাজে আড়ম্বর বেশি ফললাভ সামান্য,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
95,অঞ্চলনিধি,অত্যন্ত প্রিয়বোধে যা আঞ্চলের নীচে ঢেকে রাখা হয়; স্বামী বা সন্তান; মূলতঃ আদরের পুত্রসন্তান,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
96,অঞ্চলপ্রভাব,স্বামীর উপর স্ত্রীর প্রভাব/প্রভুত্ব; স্ত্রীর একান্ত অনুগত,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
98,অতশত,খুঁটিনাটি; নানাবিধ বিষয়,दीवारों के कान होना,Confidential matters may be overheard.,HIGH,False,bn-hi
100,অতিগর্জনে ফোঁটাবৃষ্টি,হাঁকডাকওয়ালারা কাজের বেলায় অষ্টরম্ভা,ऊँट के मुँह में जीरा,Too little for need.,HIGH,False,bn-hi
105,অতিলোভে তাঁতী নষ্ট,অতিরিক্ত লোভে সম্পূর্ণ ক্ষতি হয়,रंग में भंग डालना,To ruin enjoyment.,HIGH,False,bn-hi
106,অথৈ জল,চরম সংকট; ভীষণ বিপদ,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
107,অথৈ জলের মাছ,সুচতুর ব্যক্তি; চাপা স্বভাবের লোক,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
108,অদল-বদল,তুল্যবিষয়ের পরিবর্তন,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
109,অদানে অব্রাহ্মণে,সৎ বা সার্থক কাজে নয়; সাধারণত বাজে কাজে অর্থ ও পরিশ্রম ব্যয় সম্পর্কে প্রযোজ্য হয়,कान पकड़ना,To promise not to repeat a mistake.,HIGH,False,bn-hi
110,অদিনে অক্ষণে,শুভ বা প্রশস্ত দিন বা সময় নয়; খুবই দুর্দিনে এবং কুক্ষণে,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
111,অদৃষ্টের কিল,ভাগ্যবিপর্যয়; ভাগ্যের মার; কপালের ফের; গ্রহের ফের; বিধির বিড়ম্বনা,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
112,অধঃপাতে যাওয়া,উচ্ছন্নে যাওয়া; কুসংসর্গে নষ্ট হওয়া; দুশ্চরিত্র হওয়া,कान खड़े होना,To become alert.,HIGH,False,bn-hi
113,অধমাধম,অধমেরও অধম; অত্যন্ত নিকৃষ্ট/নীচ,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
114,অধিকগর্জনে অল্পবর্ষণ,বেশি গর্জন বা হুমকির পর অল্প কাজ বা ফলাফল,आसमान सिर पर उठाना,To create a lot of noise or chaos.,HIGH,False,bn-hi
115,অধিক সন্ন্যাসীতে গাজন নষ্ট,অবাঞ্ছিত বহুব্যক্তির সমাবেশে মতভেদজনিত কারণে সমস্ত কাজকর্ম পণ্ড,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
122,অনন্তরূপিণী,নানারূপধারিণী,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
125,অনভ্যাসের ফোঁটা,আচমকা সৌভাগ্যের অস্বস্তি,रातों-रात बदल जाना,Sudden change.,HIGH,False,bn-hi
127,অনাগতবিধাতা,আগাম উদ্যোগকারী; ভবিষ্যতের জন্য সংস্থানকারী; ভাবি অনিষ্টের প্রতিকারক; যে পরিণামের চিন্তায় আগাম ব্যবস্থা গ্রহণ করে বা প্রস্তুত থাকে,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
131,অনামুখো,কুৎসিত ব্যক্তি; যার মুখ দেখলে অমঙ্গল হয়,मुँह की खाना,To face defeat.,HIGH,False,bn-hi
132,অনাসৃষ্টি,অদ্ভূত; কুৎসিত; সৃষ্টিছাড়া,पानी सिर से गुजरना,Situation getting out of control.,HIGH,False,bn-hi
134,অনিষ্ট হতে ইষ্টলাভ,মন্দঘটনা থেকে ভালো ঘটনার উৎপত্তি; সমতুল্য- শাপে বর; অহিতে বিপরীত,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
135,অনুপান,ঔষধের সাথে বা পরে পান করা মিষ্টিরস,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
136,অনুরোধে ঢেঁকি গিলা,অনুরোধ এড়াতে না পেরে অনিচ্ছা সত্ত্বেও কোনো কাজ করা,हाथ जोड़ना,To request humbly.,HIGH,False,bn-hi
137,অনুরোধে ঢেঁকি গেলা,অনুরোধে দুরূহ কাজ করতে সম্মত হওয়া,तिनके का सहारा,A small help in a difficult situation.,HIGH,False,bn-hi
138,অনুলোম বিবাহ,উচ্চবর্ণের পাত্রের সাথে নীচবর্ণের পাত্রীর বিয়ে,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
139,অনেক কাঠখড় পুড়িয়ে,বহু চেষ্টা ও পরিশ্রম করে,कलेजा ठंडा होना,To feel satisfied after revenge.,HIGH,False,bn-hi
140,অনেক জলের মাছ,অত্যন্ত চালাক; চালচলন টের পাওয়া যায় না এমন সুচতুর ব্যক্তি,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
141,অনেক সন্ন্যাসীতে গাজন নষ্ট,বহুজনের কর্তৃত্ব থাকলে অনুষ্ঠানে কাজের থেকে অকাজ বেশি হয়; ফলে কাজকর্মে বিশৃঙ্খলা দেখা দেয়,सिर पर चढ़ाना,To spoil someone with too much affection.,HIGH,False,bn-hi
142,অন্তর টিপুনি,গোপন ব্যথা; অন্যের অজ্ঞাতে কারো মনে গোপনে আঘাত,नज़रबंद करना,To restrict someone's freedom.,HIGH,False,bn-hi
146,অন্তর্দাহ,ঈর্ষাজনিত কারণে গাত্রদাহ,दिल में आग लगना,To feel jealousy or anger.,HIGH,False,bn-hi
148,অন্ধ ও খোঁড়ার পথ চলা,অন্ধের সাহায্যে খোঁড়ার পথ চলা,पानी सिर से गुजरना,Situation getting out of control.,HIGH,False,bn-hi
149,অন্ধকার দেখা,বিপদের আশঙ্কায় বা ভয়ে ও ভাবনায় দিশেহারা হওয়া,कान खड़े होना,To become alert.,HIGH,False,bn-hi
151,অন্ধকারে উকুন বাছা,যে কাজ করা কোনমতে সম্ভব নয়,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
153,অন্ধকারে ঢিল ছোঁড়া,কার্যসিদ্ধি হতে পারে এই আশায় অনিশ্চয়তা সত্বেও কিছু করা,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
154,অন্ধকারে থাকা,কিছু না জানা; কোন বিষয়ে সম্পূর্ণ অজ্ঞ বা অনভিহিত থাকা,बंदर क्या जाने अदरक का,Someone is unaware of the value or significance of something.,HIGH,False,bn-hi
158,অন্ধগোলাঙ্গুলন্যায়,মুর্খের উপদেশে গরুর লেজ ধরে চলতে দিয়ে এক অন্ধের যেরকম দুর্দশা হয়েছিল সেইরকম,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
159,অন্ধপঙ্গুন্যায়,একজনের সম্পূর্ণ শক্তি না থাকলে অন্যের সাহায্য নিয়ে কাজ যে সম্পন্ন করা যায় সেইরকম,तिनके का सहारा,A small help in a difficult situation.,HIGH,False,bn-hi
161,অন্ধ পরম্পরা অন্যায়,অনেক অজ্ঞব্যক্তি একসাথে মিলিত হয়ে কাজ করলেও ইষ্টসাধন যে হয় না সেইরকম,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
162,অন্ধবিশ্বাস,নির্বিচার যুক্তিহীন আস্থা; যুক্তি দিয়ে বিচার না ক’রে কোনকিছু মনে নেওয়া; যুক্তিহীন গভীর বিশ্বাস,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
164,অন্ধ হওয়া,কারো দোষ না দেখা বা পক্ষপাতদুষ্ট হওয়া,नज़रबंद करना,To restrict someone's freedom.,HIGH,False,bn-hi
165,অন্ধহস্তীন্যায়,হাতীর স্বরূপ কি জানতে গিয়ে কয়েকজন অন্ধের যেমন ধারণা হয়েছিল তেমন; অনভিজ্ঞ ব্যক্তি কোন বস্তুর একদেশ দর্শন করে চরম সিদ্ধান্তে উপনীত হলে তাদের অন্ধহস্তীন্যায়ের অন্ধের সাথে তুলনা করা হয়,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
170,অন্ন ওঠা,আয়ু/পরমায়ু শেষ হওয়া,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
171,অন্নগত প্রাণ,ব্যঙ্গার্থে আহার্য ছাড়া বাঁচে না এমন; অন্নের অভাবে প্রাণ যায় যায় অবস্থা,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
172,অন্নচিন্তা চমৎকারা,আহার জোটনোর চিন্তা অতি কঠিন ব্যাপার,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
174,অন্নজল ওঠা,চাকরি হারানো; জীবিকা অর্জনের উপায় শেষ,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
176,অন্নজলের বরাত ওঠা,আয়ু শেষ হওয়া,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
177,অন্নদাস,ব্যঙ্গে-পেটের জন্য পরের আজ্ঞাবহ; ভাতুড়িয়া,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
178,অন্নধ্বংস করা,ব্যঙ্গে অলসভাবে জীবন কাটানো; বসে বসে খাওয়া,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
183,অন্ন মারা,জীবিকার পথ বন্ধ কর,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
188,অপত্যস্নেহ,"সন্তানের প্রতি পিতামাতার স্নেহ, ভালোবাসা",छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
191,অপাঙ্ক্তেয়,গুরুত্বহীন; পাতে পড়ে না; মর্যাদাহীন,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
196,অবলা-অখলা,খলতাশূন্য সরলপ্রকৃতির নারী,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
197,অবশ্য অবশ্য,নিশ্চয়ই; বলা বাহুল্য,जुबान फिसलना,To say something unintentionally.,HIGH,False,bn-hi
198,অবস্থা বুঝে ব্যবস্থা,পরিস্থিতি বিবেচনায় কার্যক্রম,पानी सिर से गुजरना,Situation getting out of control.,HIGH,False,bn-hi
200,অবাকজলপান,তেল লবণ লঙ্কা সহযোগে নানা ভাজাভুজি মিশিয়ে প্রস্তুত মুখরোচক খাদ্য,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
202,অভদ্রাকাল,আকাল; দুঃসময়; দুঃর্ভিক্ষের সময়,पैर जमाना मुश्किल होना,Hard to establish oneself.,HIGH,False,bn-hi
204,অভেদাত্মা হরিহর,অভিন্নহৃদয় বন্ধু,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
205,অমনি অমনি,বিনাকারণ; শুধু শুধু,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
206,অমনি একরকম,মোটামুটি ভালো; ভালোও নয় আবার মন্দও নয় এমন অবস্থা,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
208,অমাবস্যার অন্ধকার,নিবিড় হতাশাজনক অবস্থা,पानी सिर से गुजरना,Situation getting out of control.,HIGH,False,bn-hi
209,অমাবস্যার চাঁদ,অদর্শনীয় বা দুর্লভ বস্তু; যার দেখা পাওয়া যায় না,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
210,অমৃতং বালভাষিতম,শিশুর কথা বড়ই শ্রুতিমধুর; তাদের অসংযত কথাবার্তাও কারও বিরক্তি উৎপাদন করে না,नाक में दम करना,To annoy greatly.,HIGH,False,bn-hi
213,অমৃতে অরুচি,অতিপ্রিয় খাদ্যের প্রতি অনীহা; অতিপ্রিয় বস্তুর প্রতি বিরাগ,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
215,অমেরুদণ্ডী,বলিষ্ঠ নয়; দুর্বলচরিত্রের লোক,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
217,অম্লমধুর সম্পর্ক,"কড়া ও নরম, ভালো ও মন্দ মিশ্রিত সম্পর্ক",दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
218,অম্লানবদনে,দ্বিধাহীনচিত্তে; নিঃসঙ্কোচে- মন্দার্থে,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
221,অরুচি ধরা,বিরূপ মনোভাবের সৃষ্টি হওয়া,रंग बदलना,To change attitude quickly.,HIGH,False,bn-hi
227,অর্থপিশাচ,"অর্থলাভের জন্য ভালোমন্দ, ন্যায়-অন্যায়বোধশূন্য",दिल में जगह बनाना,To gain affection.,HIGH,False,bn-hi
228,অর্থমনর্থম্,অর্থই যত নষ্টের গোড়া,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
229,অর্ধচন্দ্র দেওয়া,অপমান করে বিদায় করা; গলা/ঘাড়ধাক্কা,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
230,অর্ধজরতীন্যায়,বাদী ও প্রতিবাদীর মতদ্বৈধতার কারণে উভয়পক্ষের কিছু অংশ নিয়ে সিদ্ধান্ত গ্রহণ করা হলে সেটা অর্ধজরতীন্যায়ের মত হয়,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
239,অলোকসামান্যা,মনুষ্যলোকে দেখা যায় না এমন অসাধারণ সুন্দরী নারী,कान पकड़ना,To promise not to repeat a mistake.,HIGH,False,bn-hi
241,অল্প জলের মাছ,সামান্য পুঁজির বা সম্পদের মালিক; অল্প ধন নিয়ে গর্বকারী ব্যক্তি,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
242,অল্পবিদ্যা ভয়ংকরী,অল্পবিদ্যা থেকে জাত অহঙ্কার,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
243,অল্পের উপর দিয়ে যাওয়া,সামান্য ক্ষতিস্বীকার করে বা কষ্টভোগে রেহাই পাওয়া বা কার্যসিদ্ধি হওয়া,बाल-बाल बचना,To narrowly escape danger.,HIGH,False,bn-hi
245,অশিক্ষিত পটুত্ব,যথাবিধি শিক্ষাপ্রাপ্ত না হয়েও কোন বিষয়ে নৈপুণ্য,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
246,অশুভস্য কালহরণম,অশুভ কাজে কালক্ষেপণ করা উচিত,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
257,অষ্টাবক্র,অত্যন্ত বাঁকাচরিত্রের লোক,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
258,অষ্টেপৃষ্ঠে,সারা অঙ্গে; সকলপাশে,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
260,অসূর্যস্পশ্যা,সূর্যের মুখ পর্যন্ত দেখে না এমন নারী; পর্দানশিনা নারী,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
261,অস্ত যাওয়া,"পতন হওয়া, মৃত্যু হওয়া",छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
263,অস্ত্র,উদ্দেশ্যসাধনের জন্য যন্ত্রের মতো ব্যবহৃত ব্যক্তি; উদ্দেশ্যসাধনে ব্যবহারের উপযুক্ত হাতিয়ার,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
264,অস্থিচর্মসার,অতিকৃশ; শীর্ণদেহ,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
268,অহিতে বিপরীত,অনিষ্ট থেকে ইষ্ট লাভ; অভিশাপ আশীর্বাদে পরিণত,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
274,আউট,সংশোধনের বাইরে; বেসামাল,पानी सिर से गुजरना,Situation getting out of control.,HIGH,False,bn-hi
276,আওয়াজ দেওয়া,বিদ্রুপাত্মক ধ্বনি দেওয়া,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
277,আঁচলধরা,"ব্যক্তিত্বহীন পুরুষ, স্ত্রৈণ, স্ত্রীলোকের নির্দেশে চলা",आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
284,আঁটসাঁট,কড়াকড়ি; ঢিলে নয় এমন টানটান,कान पकड़ना,To promise not to repeat a mistake.,HIGH,False,bn-hi
285,আঁটিসাটি,"হাতটাড়ন, নিজের পাওনাগণ্ডা বুঝে নেওয়ার প্রতি যত্ন; স্বার্থপরতা",छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
288,আঁটুনিকসুনি সার,"কাজের কিছুই নয় কেবল আড়ম্বরমাত্র; শুধু কথায় আসর সরগরম করে, কাজের বেলায় কিছু না",सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
291,আঁত পাওয়া ভার,"খুব চাপাস্বভাবের লোক, যার মনের অভিপ্রায় জানা মুশকিল",तिनके का सहारा,A small help in a difficult situation.,HIGH,False,bn-hi
292,আঁত বুঝে চলা,মনোভাব বুঝে চলা,नज़रबंद करना,To restrict someone's freedom.,HIGH,False,bn-hi
298,আঁতে ঘা দেওয়া,কারো দুর্বলতার সুযোগ নিয়ে অন্তরে/ইজ্জতে ঘা দেওয়া,नज़रबंद करना,To restrict someone's freedom.,HIGH,False,bn-hi
299,আঁতের টান,অন্তরের টান,दिल टूटना,To feel emotional pain.,HIGH,False,bn-hi
300,আঁতেল,বিদ্রুপে- বুদ্ধিজীবীর ধরনধারণ অনুকরণকারী ব্যক্তি,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
301,আঁদাড়-পাঁদাড়,"আবর্জনা ভর্তি স্থান, আস্তাকুঁড়",दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
303,আঁধারে ঢিল ছোঁড়া,আন্দাজে কিছু করা; কোন বিষয়ে সঠিক না জেনে আন্দাজে কিছু বলা,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
304,আঁধারের আলো,তাপিত হৃদয়ে আনন্দদানকারী বস্তু,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
306,আককাটা,"কাণ্ডজ্ঞানহীন মূর্খ; যে কেবল হিজিবিজি রেখা টানে, লিখতে জানে না",आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
307,আককুটে,আবদারী; জেদী; অতিরিক্ত বায়না করে এমন,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
308,আকখুটের দশা,অসঞ্চয়ীর লক্ষণ; দারিদ্র্যের লক্ষণ; দিন আনে দিন খায়; যখন যা আয় তখন তা ব্যয়,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
309,আকচাআকচি,পরস্পর ঈর্ষা-দ্বন্দ্ব; রাগারাগি; রেষারেষি,दिल में आग लगना,To feel jealousy or anger.,HIGH,False,bn-hi
313,আকবরের আমল,অনেকদিন আগের কথা,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
314,আকর্ণবিস্তৃত হাসি,সারামুখ ছড়িয়ে হাসি,मुँह की खाना,To face defeat.,HIGH,False,bn-hi
319,আকাল,দুঃসময়; দুর্ভিক্ষ,पैर जमाना मुश्किल होना,Hard to establish oneself.,HIGH,False,bn-hi
320,আকাশকুসুম,"অবাস্তব/অলীক/কাল্পনিক বিষয়বস্তু, যার অস্তিত্ব নেই; অলীক কল্পনা",सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
322,আকাশচুম্বী,অত্যন্ত উচ্চ,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
323,আকাশ ছোঁয়া,"অতি উচ্চে ওঠা, অনেক বড় হওয়া; খুব উন্নতি করা",कान खड़े होना,To become alert.,HIGH,False,bn-hi
